parameters_id,expectation_value/+/X,expectation_value/-/X,expectation_value/r/X,expectation_value/l/X,expectation_value/0/X,expectation_value/1/X,expectation_value/+/Y,expectation_value/-/Y,expectation_value/r/Y,expectation_value/l/Y,expectation_value/0/Y,expectation_value/1/Y,expectation_value/+/Z,expectation_value/-/Z,expectation_value/r/Z,expectation_value/l/Z,expectation_value/0/Z,expectation_value/1/Z,circuit_idx,job_id,expectation_value,initial_state,observable,parameter/0/0/0/amp,parameter/0/0/0/sigma,parameter/0/1/0/amp,parameter/0/1/0/sigma,parameter/0/1/1/amp,parameter/0/1/1/sigma,parameter/0/2/0/amp,parameter/0/2/0/sigma,parameter/0/2/1/amp,parameter/0/2/1/sigma,parameter/0/2/2/amp,parameter/0/2/2/sigma,parameter/0/3/0/amp,parameter/0/3/0/sigma,parameter/0/3/1/amp,parameter/0/3/1/sigma,parameter/0/3/2/amp,parameter/0/3/2/sigma,parameter/0/3/3/amp,parameter/0/3/3/sigma,parameter/0/beta,job_idx,unique_id,counts/00,counts/01,counts/10,counts/11,created,running,finished
870,0.9786666667,-0.9793333333,0.036,-0.0253333333,-0.0253333333,0.0126666667,-0.0406666667,0.0333333333,0.5633333333,-0.582,-0.786,0.798,0.0006666667,0.0133333333,0.788,-0.798,0.584,-0.578,60,cvkgw50z17rg008dp5wg,0.9786666667,+,X,0.1325577806,7.8974595455,0.0727807129,6.1666635632,0.8269242258,5.1057100796,0.4769089197,4.2351174326,0.8124944252,3.869020587,0.0749995081,4.0680409132,0.6346756824,1.6128368138,0.1762877609,2.2483840192,0.9724864354,2.2015841937,0.5237905541,1.1879431775,-1.9044896811,52,-1,,,,,2024-09-15T16:40:52.819106Z,2024-09-15T23:48:35.53Z,2024-09-16T00:09:58.63Z
871,0.9813333333,-0.9746666667,0.064,-0.046,-0.0433333333,0.0293333333,-0.0406666667,0.0326666667,-0.1413333333,0.148,-0.9746666667,0.972,-0.0346666667,0.0446666667,0.976,-0.9753333333,-0.1106666667,0.0993333333,78,cvkgw50z17rg008dp5wg,0.9813333333,+,X,0.9057913872,7.119760685,0.2569055374,5.0076281446,0.3868264284,6.249465022,0.5584387777,3.2453987713,0.0681153167,3.3944307158,0.3670380802,3.643536935,0.2290519121,2.8810051311,0.2491238168,2.9424549373,0.4742648497,2.5554321629,0.0013477845,1.5358046311,-0.4316159437,52,-1,,,,,2024-09-15T16:40:52.819106Z,2024-09-15T23:48:35.53Z,2024-09-16T00:09:58.63Z
872,0.974,-0.9673333333,-0.0006666667,0.0246666667,0.0426666667,-0.0386666667,0.03,-0.0046666667,0.114,-0.0993333333,-0.9793333333,0.9706666667,0.0373333333,-0.0033333333,0.9826666667,-0.9806666667,0.0706666667,-0.078,96,cvkgw50z17rg008dp5wg,0.974,+,X,0.5036839957,8.0167959377,0.4120869552,6.2464520157,0.7143787005,5.3730196824,0.0103332082,3.7492619298,0.3895114447,4.2328472816,0.4090898116,3.0026666263,0.3408812639,2.361478561,0.0311257161,2.5258122367,0.3898990348,2.3779654798,0.3251831854,2.943277021,1.514781948,52,-1,,,,,2024-09-15T16:40:52.819106Z,2024-09-15T23:48:35.53Z,2024-09-16T00:09:58.63Z
873,0.9846666667,-0.9806666667,0.0633333333,-0.11,-0.074,0.0886666667,-0.1006666667,0.0906666667,-0.0086666667,0.024,-0.9793333333,0.9786666667,-0.106,0.0586666667,0.9753333333,-0.9773333333,0.012,-0.022,114,cvkgw50z17rg008dp5wg,0.9846666667,+,X,0.6764333883,8.3422854013,0.0428481477,5.8321677174,0.5632330835,6.1395536688,0.5095950866,4.5704999741,0.1009428555,3.2052387129,0.4486039841,3.063583439,0.0757067696,2.0579318792,0.9795944181,1.7182997789,0.3483332717,2.9380168618,0.2063966277,2.0351246077,-1.8527449228,52,-1,,,,,2024-09-15T16:40:52.819106Z,2024-09-15T23:48:35.53Z,2024-09-16T00:09:58.63Z
874,0.9806666667,-0.9833333333,0.014,-0.0293333333,-0.0253333333,0.0433333333,-0.01,0.02,-0.0166666667,0.036,-0.9873333333,0.9813333333,-0.0246666667,0.012,0.978,-0.984,-0.0113333333,0.0126666667,132,cvkgw50z17rg008dp5wg,0.9806666667,+,X,0.4333989327,7.1199553527,0.7933144371,5.4366497537,0.3496179148,6.9265351898,0.4489102931,4.6384107072,0.897021873,4.1943226658,0.4395028627,3.930746584,0.7293250067,2.5711059323,0.5617419039,1.8479174665,0.7526206995,1.8416427068,0.1244037333,2.2264493784,-0.0334561858,52,-1,,,,,2024-09-15T16:40:52.819106Z,2024-09-15T23:48:35.53Z,2024-09-16T00:09:58.63Z
875,0.9846666667,-0.9853333333,0.0093333333,-0.0346666667,0.0146666667,0.01,-0.038,-0.022,-0.0286666667,0.042,-0.9813333333,0.9793333333,-0.0186666667,0.0166666667,0.9826666667,-0.988,-0.0146666667,0.0246666667,150,cvkgw50z17rg008dp5wg,0.9846666667,+,X,0.5604142214,7.8987224014,0.4435387691,5.9445118928,0.4132372021,6.4884018519,0.2489969694,3.8158873772,0.2323046762,4.9391581107,0.5805063377,4.4404145691,0.8708703924,1.414649092,0.3329857847,1.7531148005,0.8683783575,1.1769556528,0.8658793314,2.5577563379,-0.0581621468,52,-1,,,,,2024-09-15T16:40:52.819106Z,2024-09-15T23:48:35.53Z,2024-09-16T00:09:58.63Z
876,0.98,-0.9733333333,0.012,-0.04,-0.0053333333,0.0326666667,0.0013333333,0.048,0.5173333333,-0.5526666667,-0.822,0.8133333333,-0.02,-0.0273333333,0.8193333333,-0.8253333333,0.5433333333,-0.5453333333,168,cvkgw50z17rg008dp5wg,0.98,+,X,0.3223473023,7.4917406979,0.0251319761,6.4540626929,0.3596893391,6.0789639523,0.7579593949,3.1489877315,0.0636054128,4.951287896,0.5152885479,4.9249321656,0.6723367855,2.2607917903,0.2624741884,2.2870238465,0.7523525268,2.0439817537,0.3247472274,2.2392860996,-1.2865048195,52,-1,,,,,2024-09-15T16:40:52.819106Z,2024-09-15T23:48:35.53Z,2024-09-16T00:09:58.63Z
877,0.9793333333,-0.9833333333,0.0046666667,-0.002,0.0086666667,-0.012,-0.004,-0.0186666667,0.4806666667,-0.436,-0.8726666667,0.8733333333,0.014,0.014,0.8633333333,-0.8713333333,0.4606666667,-0.4333333333,186,cvkgw50z17rg008dp5wg,0.9793333333,+,X,0.2327096358,8.764321797,0.6138130014,5.2718323283,0.2324661966,5.8481382747,0.4534665812,4.0773504659,0.3504912964,4.2504390503,0.3475189894,4.9687650496,0.2427280542,2.0340237349,0.5308178943,2.467916145,0.9728004016,1.6016295415,0.2698372591,1.6171820448,0.9985387712,52,-1,,,,,2024-09-15T16:40:52.819106Z,2024-09-15T23:48:35.53Z,2024-09-16T00:09:58.63Z
878,0.986,-0.9826666667,0.0253333333,-0.0526666667,-0.0233333333,0.0026666667,-0.026,0.0433333333,0.2033333333,-0.2306666667,-0.9566666667,0.9526666667,-0.0086666667,0.0313333333,0.956,-0.958,0.1846666667,-0.184,204,cvkgw50z17rg008dp5wg,0.986,+,X,0.477651794,7.608280686,0.2483044541,6.9264080268,0.5862876301,6.3767252235,0.3306876715,3.9470868734,0.1582434302,4.8017726306,0.076011996,4.0012487833,0.2578707429,1.9495457367,0.9917343196,1.4019603378,0.3466949669,2.7481872464,0.9454937193,2.6124590686,-0.3903646562,52,-1,,,,,2024-09-15T16:40:52.819106Z,2024-09-15T23:48:35.53Z,2024-09-16T00:09:58.63Z
879,0.98,-0.9813333333,-0.0346666667,0.0546666667,0.0113333333,-0.012,0.014,0.0046666667,-0.4086666667,0.4033333333,-0.904,0.8926666667,0.0506666667,-0.0133333333,0.908,-0.884,-0.4206666667,0.4253333333,222,cvkgw50z17rg008dp5wg,0.98,+,X,0.609122497,8.3310682075,0.8772639956,5.1316594383,0.8802214848,6.3404867934,0.0256697767,4.5539309367,0.2460027038,4.6081091815,0.3764108187,4.318457096,0.0924895659,1.0490659979,0.6163354587,2.8909595976,0.2379111873,2.4267517041,0.0878998886,1.3956225903,1.005793359,52,-1,,,,,2024-09-15T16:40:52.819106Z,2024-09-15T23:48:35.53Z,2024-09-16T00:09:58.63Z
880,0.9793333333,-0.9813333333,-0.058,0.028,0.072,-0.0626666667,0.0506666667,-0.0153333333,-0.4373333333,0.4473333333,-0.8966666667,0.8753333333,0.018,-0.0393333333,0.884,-0.876,-0.4166666667,0.3873333333,240,cvkgw50z17rg008dp5wg,0.9793333333,+,X,0.6729340134,8.6079213978,0.9336049776,5.1141782452,0.4235233322,6.5719451937,0.3959496619,4.7513464656,0.1310712176,3.6844438981,0.8485894795,3.7753427707,0.5540129223,1.2707168569,0.239593381,2.9816141195,0.0816805845,1.1212918723,0.5968549474,2.73735308,1.4323531537,52,-1,,,,,2024-09-15T16:40:52.819106Z,2024-09-15T23:48:35.53Z,2024-09-16T00:09:58.63Z
881,0.9853333333,-0.982,-0.004,0.0026666667,0.0093333333,0.02,0.0106666667,0.014,-0.4006666667,0.4386666667,-0.8866666667,0.8973333333,-0.0093333333,0.01,0.8953333333,-0.8686666667,-0.4006666667,0.402,258,cvkgw50z17rg008dp5wg,0.9853333333,+,X,0.9048969057,8.1295556916,0.2181435158,6.8170417374,0.3731445091,6.1317947656,0.6130967272,4.4883203906,0.081258937,4.4689611689,0.5353549318,4.6072706434,0.087083762,2.4328281933,0.7497262646,1.1090544298,0.8449766283,2.4223644128,0.8546961643,2.7847274625,0.4812238052,52,-1,,,,,2024-09-15T16:40:52.819106Z,2024-09-15T23:48:35.53Z,2024-09-16T00:09:58.63Z
882,0.9853333333,-0.9766666667,-0.0206666667,-0.018,0.054,-0.0673333333,0.0073333333,-0.048,-0.902,0.9133333333,-0.3666666667,0.4213333333,0.084,-0.0486666667,0.3653333333,-0.3666666667,-0.908,0.8913333333,276,cvkgw50z17rg008dp5wg,0.9853333333,+,X,0.9168334413,8.7962009353,0.9468582948,6.7391220778,0.9565637778,6.2533826069,0.1972100667,3.3165453592,0.1100871933,3.6957189088,0.5643905274,4.4506550507,0.8536245785,2.7753363458,0.2325483359,2.4067679153,0.0785900459,2.5261791428,0.0496971191,2.6398508846,1.1701519323,52,-1,,,,,2024-09-15T16:40:52.819106Z,2024-09-15T23:48:35.53Z,2024-09-16T00:09:58.63Z
883,0.9706666667,-0.9766666667,-0.0433333333,0.044,0.0353333333,-0.0166666667,0.046,-0.0353333333,-0.3666666667,0.3513333333,-0.924,0.9113333333,0.0666666667,-0.0706666667,0.9153333333,-0.9073333333,-0.3686666667,0.37,294,cvkgw50z17rg008dp5wg,0.9706666667,+,X,0.6659325643,7.7226168884,0.803889871,5.506137948,0.3617344235,6.2751730373,0.7593765978,4.3292480559,0.366913528,4.2670552977,0.955914183,3.0335085187,0.8519327918,1.5452945028,0.2749704629,1.0239408075,0.2317547041,1.9489381465,0.6583537946,2.2338521408,1.4579310893,52,-1,,,,,2024-09-15T16:40:52.819106Z,2024-09-15T23:48:35.53Z,2024-09-16T00:09:58.63Z
884,0.972,-0.9813333333,-0.0213333333,-0.0126666667,-0.0613333333,0.0293333333,-0.0373333333,0.0253333333,-0.6373333333,0.6466666667,-0.7733333333,0.766,-0.0426666667,0.026,0.7673333333,-0.7813333333,-0.6366666667,0.61,12,cvkgw5rkmd100082x480,0.972,+,X,0.8640551338,8.1522674768,0.6357406028,5.2878037984,0.8327827877,6.2393314177,0.1977518211,4.7815333136,0.5830284899,3.0110468419,0.4153506781,3.2447759284,0.1606871308,1.5353127525,0.9641836342,1.6100422654,0.4256210879,1.4536111404,0.1854484072,2.4020769751,0.2807236235,53,-1,,,,,2024-09-15T16:40:55.670874Z,2024-09-15T23:52:52.831Z,2024-09-16T00:14:14.917Z
885,0.968,-0.966,0.0466666667,-0.078,-0.1166666667,0.136,-0.1006666667,0.1033333333,-0.2893333333,0.3006666667,-0.9273333333,0.938,-0.118,0.1233333333,0.9333333333,-0.9333333333,-0.2733333333,0.256,30,cvkgw5rkmd100082x480,0.968,+,X,0.9818777933,7.3406380735,0.3730618339,6.0343863581,0.0222200215,5.5010657851,0.4594154968,3.6527959117,0.7527381941,3.2370289764,0.7099888654,3.1139085899,0.0644027006,2.2208155821,0.8790241612,2.6593290747,0.9077960242,1.1092861956,0.4106254579,2.8219368891,-1.4251510766,53,-1,,,,,2024-09-15T16:40:55.670874Z,2024-09-15T23:52:52.831Z,2024-09-16T00:14:14.917Z
886,0.9793333333,-0.986,-0.0546666667,0.064,0.01,-0.042,0.012,0.0053333333,-0.0306666667,0.042,-0.9786666667,0.976,0.0613333333,-0.02,0.9853333333,-0.9853333333,0.036,0.0033333333,48,cvkgw5rkmd100082x480,0.9793333333,+,X,0.4560465242,8.9646463934,0.7958825673,6.8401540938,0.0503076897,5.8297163285,0.8505243571,4.7578989989,0.4813387606,3.903565638,0.0661501018,3.4773435075,0.2901607578,1.4803431001,0.1013550182,2.4126640078,0.8425431095,2.5794923595,0.4271928,2.6343713263,1.4898215859,53,-1,,,,,2024-09-15T16:40:55.670874Z,2024-09-15T23:52:52.831Z,2024-09-16T00:14:14.917Z
887,0.9813333333,-0.9813333333,0.054,-0.0653333333,-0.036,0.036,-0.0706666667,0.056,0.2433333333,-0.218,-0.9573333333,0.9413333333,-0.0566666667,0.016,0.954,-0.9493333333,0.2993333333,-0.2633333333,66,cvkgw5rkmd100082x480,0.9813333333,+,X,0.4774105457,7.4818547557,0.1957889082,5.983686615,0.043973029,6.6282764828,0.6927191508,3.7477052781,0.9104782711,4.6901367689,0.7256508883,4.3352872097,0.7540459005,2.2708436942,0.2175327833,1.1814769602,0.8830906758,1.5489265794,0.6215968568,1.1252452268,-1.2070303913,53,-1,,,,,2024-09-15T16:40:55.670874Z,2024-09-15T23:52:52.831Z,2024-09-16T00:14:14.917Z
888,0.9793333333,-0.974,0.0253333333,-0.0266666667,-0.0266666667,0.0433333333,-0.0673333333,0.0346666667,0.06,-0.0526666667,-0.98,0.982,-0.05,0.0493333333,0.982,-0.982,0.0833333333,-0.0426666667,84,cvkgw5rkmd100082x480,0.9793333333,+,X,0.1338119661,7.9599179664,0.8865924113,6.8309509943,0.8524627088,6.9487954872,0.3189209856,3.1096321852,0.840697172,4.2253742127,0.1073252413,3.8817770066,0.1037090424,2.3880805372,0.1972246079,2.1578047214,0.0935426211,2.9959829046,0.7761247947,1.8179274075,-0.7906467512,53,-1,,,,,2024-09-15T16:40:55.670874Z,2024-09-15T23:52:52.831Z,2024-09-16T00:14:14.917Z
889,0.9853333333,-0.984,-0.0373333333,0.0113333333,-0.012,-0.01,0.0493333333,-0.0393333333,-0.1546666667,0.204,-0.97,0.9566666667,-0.0273333333,0.0273333333,0.9573333333,-0.964,-0.164,0.1586666667,102,cvkgw5rkmd100082x480,0.9853333333,+,X,0.6972285951,7.8210567169,0.3049686559,6.7468061259,0.4926394115,5.5299277229,0.1315390418,3.6593256005,0.4928329283,4.5528913961,0.8380937809,3.0015398166,0.8611959692,2.5710740747,0.758472908,1.4964472916,0.3443732149,1.6376080564,0.7871495234,1.7096804234,0.7690359945,53,-1,,,,,2024-09-15T16:40:55.670874Z,2024-09-15T23:52:52.831Z,2024-09-16T00:14:14.917Z
890,0.9533333333,-0.958,0.0566666667,-0.0633333333,-0.1806666667,0.2193333333,-0.0573333333,0.0913333333,-0.8386666667,0.856,-0.5146666667,0.4773333333,-0.2226666667,0.2186666667,0.4826666667,-0.4913333333,-0.812,0.816,120,cvkgw5rkmd100082x480,0.9533333333,+,X,0.8864853855,8.8226732139,0.5849203999,6.5532208746,0.9599907001,6.541133408,0.7539411253,3.2808962053,0.6663302535,3.6320002788,0.154750385,4.3592948933,0.6059213884,2.4316968735,0.5961350078,1.1130469621,0.9585998909,1.5356268513,0.0722340773,1.4402906779,-1.5220729101,53,-1,,,,,2024-09-15T16:40:55.670874Z,2024-09-15T23:52:52.831Z,2024-09-16T00:14:14.917Z
891,0.98,-0.982,0.0213333333,-0.0193333333,-0.004,0.024,0.0006666667,-0.0106666667,-0.6473333333,0.684,-0.7333333333,0.6926666667,0.014,0.0373333333,0.706,-0.6986666667,-0.676,0.6446666667,138,cvkgw5rkmd100082x480,0.98,+,X,0.973668355,7.9762301185,0.4055635433,6.1876366492,0.540686199,6.9089644512,0.6457895533,3.022163087,0.9583886031,3.305728867,0.231861688,4.2698933302,0.4060029017,2.4948670452,0.9472164447,2.6088579116,0.6545804113,1.800588715,0.6907813921,1.5459431211,0.2841523133,53,-1,,,,,2024-09-15T16:40:55.670874Z,2024-09-15T23:52:52.831Z,2024-09-16T00:14:14.917Z
892,0.9753333333,-0.9806666667,0.028,-0.0046666667,0.018,0.0346666667,0.0046666667,0.0173333333,0.7086666667,-0.7066666667,-0.6626666667,0.6573333333,0.0186666667,0.0373333333,0.686,-0.6733333333,0.716,-0.7426666667,156,cvkgw5rkmd100082x480,0.9753333333,+,X,0.0326971355,8.8564770657,0.7594122618,5.4146655424,0.1794493972,6.0150264462,0.4565881329,3.8981999438,0.3259749973,3.7389947334,0.1498431808,3.3328345701,0.8169610335,1.2852744968,0.2843324659,1.9457352634,0.0144260964,1.2342035988,0.8876824346,2.1781951605,-0.9290275513,53,-1,,,,,2024-09-15T16:40:55.670874Z,2024-09-15T23:52:52.831Z,2024-09-16T00:14:14.917Z
893,0.9846666667,-0.9866666667,-0.0326666667,0.034,0.0113333333,-0.016,0.0053333333,-0.016,0.06,-0.0706666667,-0.976,0.978,0.0486666667,-0.008,0.9806666667,-0.984,0.0646666667,-0.074,174,cvkgw5rkmd100082x480,0.9846666667,+,X,0.3692063487,7.256673298,0.7649606227,5.5334244826,0.5414810926,5.9306319103,0.3466995778,4.6418989661,0.552863616,3.7627005921,0.6115797531,4.8432058695,0.5904023477,1.4644740319,0.1175406402,1.8688946049,0.0200771119,1.0992489987,0.8619939904,1.6638716907,1.6390999391,53,-1,,,,,2024-09-15T16:40:55.670874Z,2024-09-15T23:52:52.831Z,2024-09-16T00:14:14.917Z
894,0.982,-0.9806666667,-0.01,-0.0446666667,-0.0073333333,0.024,-0.0066666667,0.0366666667,0.2986666667,-0.304,-0.9313333333,0.928,-0.0066666667,-0.0033333333,0.9366666667,-0.9393333333,0.3053333333,-0.2866666667,192,cvkgw5rkmd100082x480,0.982,+,X,0.6232228385,7.2480276953,0.3038167943,6.424348714,0.1549426121,5.9412664134,0.2846835483,3.3522377898,0.1562932792,3.326635464,0.2119222492,4.5065758882,0.5329924273,2.9108933423,0.4844421511,2.2325365904,0.0457159604,2.2196076147,0.4045802451,2.6260764547,0.0072538005,53,-1,,,,,2024-09-15T16:40:55.670874Z,2024-09-15T23:52:52.831Z,2024-09-16T00:14:14.917Z
895,0.9846666667,-0.9826666667,0.0213333333,-0.002,0.0173333333,-0.0046666667,0.0113333333,0.024,0.1026666667,-0.0606666667,-0.9806666667,0.98,0.0066666667,0.0113333333,0.9806666667,-0.9766666667,0.0726666667,-0.0906666667,210,cvkgw5rkmd100082x480,0.9846666667,+,X,0.4305857279,8.8120661315,0.9424225475,6.4746341444,0.0167269115,6.6345140768,0.6334862586,4.2360667238,0.0201636709,4.4588190647,0.1280763909,4.9554433754,0.608320089,2.8730548324,0.2325302727,1.2853576712,0.7716759464,1.2594487775,0.8898418976,2.9541780024,0.6803282008,53,-1,,,,,2024-09-15T16:40:55.670874Z,2024-09-15T23:52:52.831Z,2024-09-16T00:14:14.917Z
896,0.9753333333,-0.9853333333,0.0066666667,0.0146666667,-0.0106666667,-0.008,0.0066666667,-0.0126666667,0.7313333333,-0.7093333333,-0.6633333333,0.6566666667,0.0126666667,-0.0053333333,0.65,-0.6673333333,0.7366666667,-0.7306666667,228,cvkgw5rkmd100082x480,0.9753333333,+,X,0.1912334539,7.4549987581,0.3655230367,5.3302929399,0.0229475847,5.1724076514,0.1489882127,4.5500684343,0.6760303853,4.5463275538,0.5374551494,3.372016672,0.9051343278,1.1814497585,0.5874005568,1.0008034955,0.1864781504,1.7615086123,0.0419685816,1.3373480659,1.1391655393,53,-1,,,,,2024-09-15T16:40:55.670874Z,2024-09-15T23:52:52.831Z,2024-09-16T00:14:14.917Z
897,0.9806666667,-0.974,0.0133333333,-0.0086666667,0.0013333333,0.0073333333,0.034,0.0233333333,0.6513333333,-0.6673333333,-0.7,0.6966666667,0.0173333333,0.0,0.7033333333,-0.6926666667,0.6606666667,-0.6933333333,246,cvkgw5rkmd100082x480,0.9806666667,+,X,0.0066822345,8.9105465755,0.7683965727,5.7749335113,0.4014769463,5.8861596701,0.3552473885,4.1488675022,0.2310037777,4.7993053725,0.013151931,3.7207735828,0.9216795927,1.7249470585,0.0623496633,1.864329244,0.7864031424,1.2474223977,0.1602172464,2.8806038635,-0.083288966,53,-1,,,,,2024-09-15T16:40:55.670874Z,2024-09-15T23:52:52.831Z,2024-09-16T00:14:14.917Z
898,0.978,-0.98,-0.0013333333,-0.01,0.0173333333,0.0066666667,0.052,-0.0173333333,0.4266666667,-0.43,-0.8626666667,0.8793333333,0.036,0.0013333333,0.8733333333,-0.8613333333,0.43,-0.444,264,cvkgw5rkmd100082x480,0.978,+,X,0.1225462265,8.9115149272,0.23906262,5.7558317638,0.8126882023,5.5982282128,0.6006133906,4.995279852,0.3847786971,4.0131644715,0.3305977446,3.1438984908,0.3307173178,2.2762362946,0.9953306699,1.8667301492,0.6514316635,2.6097353033,0.7552354209,2.0444632264,1.2737892835,53,-1,,,,,2024-09-15T16:40:55.670874Z,2024-09-15T23:52:52.831Z,2024-09-16T00:14:14.917Z
899,0.9613333333,-0.966,0.0846666667,-0.1006666667,-0.1966666667,0.1613333333,-0.1006666667,0.0826666667,-0.5913333333,0.6293333333,-0.7753333333,0.7573333333,-0.186,0.1606666667,0.7553333333,-0.7486666667,-0.5753333333,0.5573333333,282,cvkgw5rkmd100082x480,0.9613333333,+,X,0.9271253407,7.1921230489,0.4101729026,5.7342841289,0.9904575555,5.4579784171,0.3717251904,3.0311904692,0.5998702526,4.4802517899,0.3144177497,3.8474512382,0.6865138444,2.3627851159,0.9542249857,1.6587898884,0.8952442771,1.5889684351,0.665889834,2.71123583,-1.7573067444,53,-1,,,,,2024-09-15T16:40:55.670874Z,2024-09-15T23:52:52.831Z,2024-09-16T00:14:14.917Z
900,0.9773333333,-0.9786666667,0.0166666667,-0.0153333333,0.0033333333,-0.002,-0.0293333333,0.0093333333,0.1073333333,-0.0853333333,-0.9806666667,0.9633333333,-0.0313333333,0.008,0.9713333333,-0.9793333333,0.1133333333,-0.118,0,cvkgw6gz17rg008dp5x0,0.9773333333,+,X,0.35452591,8.807377527,0.192421128,5.5188514154,0.689641261,6.2340249054,0.4662677983,4.8927553854,0.5226018555,4.6853375831,0.937669781,3.0570697744,0.0056945279,1.8765872101,0.8668813643,2.9461939264,0.0545654808,2.9046759373,0.272083043,2.2062333586,0.3396621728,54,-1,,,,,2024-09-15T16:40:58.852334Z,2024-09-16T00:05:46.877Z,2024-09-16T00:18:32.147Z
901,0.9706666667,-0.9813333333,0.032,-0.0393333333,-0.086,0.0686666667,-0.0706666667,0.052,-0.1033333333,0.1306666667,-0.9786666667,0.9773333333,-0.092,0.0686666667,0.9793333333,-0.974,-0.096,0.0646666667,18,cvkgw6gz17rg008dp5x0,0.9706666667,+,X,0.5559572634,8.3036187242,0.4357382377,6.9972223716,0.6298851229,5.8447349414,0.3197712967,3.8132197404,0.5055173722,3.6007304154,0.1886152107,3.6574531609,0.4449325909,2.6395222927,0.2384566951,2.9275902553,0.7036152077,2.4855941794,0.0496292435,2.4349883336,-1.1953027672,54,-1,,,,,2024-09-15T16:40:58.852334Z,2024-09-16T00:05:46.877Z,2024-09-16T00:18:32.147Z
902,0.978,-0.9833333333,-0.0113333333,-0.004,0.0173333333,-0.0066666667,0.0046666667,0.0146666667,0.6906666667,-0.6693333333,-0.7433333333,0.6993333333,0.0226666667,0.0013333333,0.7086666667,-0.746,0.67,-0.6653333333,36,cvkgw6gz17rg008dp5x0,0.978,+,X,0.185856929,7.8762376884,0.0863603327,6.0104630101,0.5263370719,5.185315882,0.143391379,3.1004814153,0.4753593173,3.2523995471,0.435712617,4.9236179004,0.8792550829,2.1118313166,0.4112980648,2.8472077005,0.120153516,1.8566178412,0.4567458272,1.663908706,0.9813367327,54,-1,,,,,2024-09-15T16:40:58.852334Z,2024-09-16T00:05:46.877Z,2024-09-16T00:18:32.147Z
903,0.9773333333,-0.978,-0.0033333333,-0.0386666667,0.0253333333,-0.0093333333,0.0486666667,-0.006,0.6226666667,-0.5966666667,-0.764,0.7626666667,0.0173333333,0.002,0.7626666667,-0.742,0.6453333333,-0.6573333333,54,cvkgw6gz17rg008dp5x0,0.9773333333,+,X,0.1862384472,7.1429597482,0.4873215963,5.2734885579,0.3714381299,6.9499585085,0.2529395367,4.6876927339,0.000158788,3.3748339416,0.3319262328,3.328260403,0.5255647067,1.4287888742,0.4998065595,2.8275088722,0.3495313629,1.9176776043,0.1252561325,2.9177012153,1.8918869588,54,-1,,,,,2024-09-15T16:40:58.852334Z,2024-09-16T00:05:46.877Z,2024-09-16T00:18:32.147Z
904,0.982,-0.976,0.03,-0.0086666667,-0.0066666667,0.0233333333,-0.0013333333,0.0146666667,-0.072,0.078,-0.9753333333,0.9753333333,-0.04,0.0206666667,0.9713333333,-0.98,-0.044,0.0893333333,72,cvkgw6gz17rg008dp5x0,0.982,+,X,0.3953319774,8.9110077803,0.2181618257,5.6846390512,0.8621992265,6.5338942353,0.0857252752,3.5307252227,0.7194485702,3.1298417889,0.9076394669,4.9270016472,0.7929256862,1.7099493479,0.0024518943,1.9309514702,0.9624095323,1.4251413673,0.6986674069,1.7486991771,0.0861923325,54,-1,,,,,2024-09-15T16:40:58.852334Z,2024-09-16T00:05:46.877Z,2024-09-16T00:18:32.147Z
905,0.9706666667,-0.9773333333,0.0486666667,-0.1013333333,-0.1206666667,0.1313333333,-0.0966666667,0.0746666667,-0.4873333333,0.506,-0.852,0.8453333333,-0.1526666667,0.1233333333,0.842,-0.8473333333,-0.4886666667,0.5,90,cvkgw6gz17rg008dp5x0,0.9706666667,+,X,0.8517653824,7.7993059427,0.9749894703,5.3445408106,0.1636462447,5.2022333032,0.4335970721,4.5213411961,0.5820927258,4.7530952334,0.5940551919,3.2206974485,0.9897712722,1.5355067433,0.3911830232,2.8582005347,0.4714166115,2.0828902741,0.2436800475,1.4137509992,-1.2102182422,54,-1,,,,,2024-09-15T16:40:58.852334Z,2024-09-16T00:05:46.877Z,2024-09-16T00:18:32.147Z
906,0.9766666667,-0.9746666667,0.006,-0.04,-0.088,0.0833333333,-0.064,0.024,-0.8026666667,0.8333333333,-0.5693333333,0.5773333333,-0.0906666667,0.11,0.552,-0.5433333333,-0.8233333333,0.81,108,cvkgw6gz17rg008dp5x0,0.9766666667,+,X,0.7312941733,8.3275675023,0.9407857291,5.4616255853,0.8364031423,6.5278140283,0.6806053682,3.9236249396,0.5231757229,3.055385733,0.8393603773,4.7981218699,0.3840471401,2.948601547,0.6352247834,2.9613809371,0.8353055943,2.5941229725,0.7645516288,2.4324909746,-0.6726454129,54,-1,,,,,2024-09-15T16:40:58.852334Z,2024-09-16T00:05:46.877Z,2024-09-16T00:18:32.147Z
