parameters_id,expectation_value/+/X,expectation_value/-/X,expectation_value/r/X,expectation_value/l/X,expectation_value/0/X,expectation_value/1/X,expectation_value/+/Y,expectation_value/-/Y,expectation_value/r/Y,expectation_value/l/Y,expectation_value/0/Y,expectation_value/1/Y,expectation_value/+/Z,expectation_value/-/Z,expectation_value/r/Z,expectation_value/l/Z,expectation_value/0/Z,expectation_value/1/Z,circuit_idx,job_id,expectation_value,initial_state,observable,parameter/0/0/amp,parameter/0/0/sigma,parameter/0/0/beta,parameter/1/0/amp,parameter/1/0/sigma,parameter/1/0/beta,parameter/1/1/amp,parameter/1/1/sigma,parameter/1/1/beta,parameter/2/0/amp,parameter/2/0/sigma,parameter/2/0/beta,parameter/2/1/amp,parameter/2/1/sigma,parameter/2/1/beta,parameter/2/2/amp,parameter/2/2/sigma,parameter/2/2/beta,parameter/3/0/amp,parameter/3/0/sigma,parameter/3/0/beta,parameter/3/1/amp,parameter/3/1/sigma,parameter/3/1/beta,parameter/3/2/amp,parameter/3/2/sigma,parameter/3/2/beta,parameter/3/3/amp,parameter/3/3/sigma,parameter/3/3/beta,job_idx,unique_id,counts/00,counts/01,counts/10,counts/11
526,0.9733333333,-0.9413333333,0.0053333333,0.0066666667,0.0146666667,0.02,0.046,-0.03,0.5686666667,-0.546,-0.7813333333,0.7926666667,0.0526666667,-0.0186666667,0.7893333333,-0.7606666667,0.5446666667,-0.54,168,crs81tzgd8qg008rfcgg,0.9733333333,+,X,0.3133954857,8.8711653208,1.4887655974,0.6948140534,5.0651999974,-1.5916094839,0.656326838,6.2022356721,0.4617791545,0.5382204266,4.7321860149,-0.9242619337,0.007837608,3.1831519857,0.6235865491,0.9460263411,3.8192646725,1.925496962,0.3142621774,1.6883760059,0.3317681053,0.724780272,1.325135541,-1.4443521587,0.581403254,2.9304119248,-0.4575036118,0.1418811242,1.2604418673,0.6821665968,31,9468,36.0,36.0,2924.0,4.0
527,0.9593333333,-0.9493333333,-0.0366666667,0.04,0.0686666667,-0.0386666667,0.0353333333,-0.026,0.4233333333,-0.3653333333,-0.8526666667,0.866,0.056,-0.042,0.858,-0.8706666667,0.4453333333,-0.382,186,crs81tzgd8qg008rfcgg,0.9593333333,+,X,0.3195899778,7.5130311658,-0.196216446,0.9076014271,6.6760155861,0.9123499389,0.8173641097,5.1025133017,1.8204457341,0.5077997412,3.3924259399,0.8474065267,0.3547347043,4.1623240907,-1.1747587332,0.1234145267,3.7874631603,1.9327492462,0.3938421117,2.4046694537,-1.7399498001,0.4163520571,2.9276363547,-0.7829678487,0.4550705432,1.6832702824,-1.4716574329,0.8588413229,1.5984764311,0.3364272147,31,9486,41.0,50.0,2898.0,11.0
528,0.97,-0.9346666667,-0.024,0.0226666667,0.0073333333,0.0066666667,0.0606666667,-0.0066666667,0.692,-0.6566666667,-0.6906666667,0.7113333333,0.0733333333,-0.0066666667,0.6993333333,-0.6793333333,0.692,-0.6673333333,204,crs81tzgd8qg008rfcgg,0.97,+,X,0.3602757301,8.8535192428,-1.1942789357,0.7535168856,6.5526664239,1.4338132874,0.1430820563,5.3944332687,-1.6764714263,0.6321217633,3.7932007122,0.652532999,0.5493618924,4.5701359117,-0.5568041145,0.2324400789,4.3530116599,-1.4421242192,0.7909816237,1.4846681985,0.9777780069,0.2185264935,1.7629078486,-0.8665770374,0.8131774826,2.1938217648,-1.8034373098,0.4277073102,2.9597166275,0.2089756368,31,9504,45.0,39.0,2910.0,6.0
529,0.9733333333,-0.9513333333,-0.0246666667,0.028,0.0553333333,-0.0493333333,0.078,-0.018,0.0546666667,-0.024,-0.9453333333,0.9726666667,0.0353333333,-0.0073333333,0.972,-0.9406666667,0.0993333333,-0.0513333333,222,crs81tzgd8qg008rfcgg,0.9733333333,+,X,0.8001382714,7.9731850875,-1.066243552,0.5107773051,6.2276057739,-1.4815924271,0.5165128336,6.0655562165,-1.9998093734,0.1389090717,3.4076908091,-0.8535784085,0.2650594499,3.9387942987,0.1585854894,0.8935059656,3.3490338133,-1.1246424913,0.6608065205,2.4479255595,1.5732327638,0.4101224167,2.5424456129,-1.9854167921,0.4022876113,2.3945517305,-1.7002261297,0.0037258444,2.3082377595,-1.8139470527,31,9522,48.0,31.0,2912.0,9.0
530,0.9526666667,-0.9333333333,-0.0013333333,0.0093333333,0.2086666667,-0.18,0.1166666667,-0.058,-0.692,0.674,-0.6873333333,0.6633333333,0.1253333333,-0.1106666667,0.6706666667,-0.6713333333,-0.6366666667,0.6846666667,240,crs81tzgd8qg008rfcgg,0.9526666667,+,X,0.9429644051,8.6814161649,-1.3425126779,0.9683706436,6.4951188443,-0.3646421731,0.5462794264,6.0650551687,-1.6827338404,0.0831804786,3.2298439593,-1.0557325249,0.552511217,4.1545163984,0.2143333533,0.8277240244,3.7425898495,-1.8178908887,0.0289382076,2.7505811531,1.3546741281,0.5944185828,2.2950487032,0.5608611926,0.7501423304,2.2250629196,-1.2904423075,0.8073902336,2.3020362537,-1.0745795938,31,9540,46.0,68.0,2883.0,3.0
531,0.974,-0.9466666667,-0.0286666667,0.0693333333,0.024,-0.038,0.0746666667,-0.0653333333,0.2346666667,-0.2106666667,-0.9213333333,0.9426666667,0.056,-0.0033333333,0.95,-0.9133333333,0.2206666667,-0.1786666667,258,crs81tzgd8qg008rfcgg,0.974,+,X,0.526494608,8.201440393,-0.235959771,0.574269736,6.2704003123,0.9550792714,0.8182191581,6.9193219957,-0.4823549765,0.1867670277,3.4561612615,-0.3930874646,0.7489518366,4.0788307481,-1.5046831159,0.590212898,4.6733426008,-1.5550803277,0.4151737454,1.1319907181,-0.6991241859,0.9017870772,1.2117313301,0.4803735395,0.6493417097,1.9307692348,0.3788509652,0.4493334498,1.036778429,0.0774068615,31,9558,32.0,34.0,2929.0,5.0
532,0.9213333333,-0.8993333333,-0.0373333333,0.0686666667,0.298,-0.25,0.1866666667,-0.152,-0.6053333333,0.6053333333,-0.7293333333,0.744,0.1993333333,-0.1993333333,0.7486666667,-0.7246666667,-0.56,0.568,276,crs81tzgd8qg008rfcgg,0.9213333333,+,X,0.9762939759,8.9128802259,0.1608065139,0.8779769116,5.3884324738,1.6514421912,0.0926135833,6.6225930658,1.6819474339,0.9348086669,3.1233484509,-1.6500154328,0.8587390717,3.8370382789,-0.3646138444,0.3021630213,4.9490073215,1.2105993048,0.4330191715,2.052803891,-1.821878256,0.6912971339,1.5538250471,0.151004805,0.7947515424,1.7504567898,-0.8317284151,0.6476587071,2.4358479844,-1.5510982278,31,9576,44.0,113.0,2838.0,5.0
533,0.9253333333,-0.9093333333,-0.068,0.0873333333,0.286,-0.306,0.198,-0.1553333333,-0.5033333333,0.5213333333,-0.7773333333,0.79,0.2033333333,-0.2013333333,0.81,-0.7793333333,-0.4706666667,0.4986666667,294,crs81tzgd8qg008rfcgg,0.9253333333,+,X,0.8343027139,8.7997595562,1.9437347247,0.9814677864,5.6663892587,-1.4977181535,0.6306735908,6.7232591266,-1.4085766617,0.4303921381,3.923659289,1.1724492506,0.2777955879,3.9272535828,0.4712813524,0.4631974063,4.4718996781,1.4935688451,0.4273770949,2.3591123179,0.5108260952,0.6436976979,2.6282478422,-1.4453285267,0.4322907869,2.567784597,0.6689691921,0.9016014138,1.3539152875,1.898242656,31,9594,43.0,107.0,2845.0,5.0
534,0.9733333333,-0.9413333333,-0.0006666667,0.0146666667,0.0213333333,-0.0013333333,0.0133333333,-0.0206666667,0.8006666667,-0.786,-0.5286666667,0.5446666667,0.0253333333,-0.018,0.558,-0.5306666667,0.8233333333,-0.7746666667,12,crs81vfgd8qg008rfch0,0.9733333333,+,X,0.1251996,7.1073567054,-0.0945138394,0.3224673555,6.5333559994,0.8644308188,0.7212620504,5.7539087381,1.6473163542,0.415195138,3.2553792567,1.3102900396,0.2691514142,3.7716396173,-0.1954482061,0.6448702805,4.8487986886,-0.0720205166,0.4043188632,2.0153537438,0.8604139357,0.8011731808,1.3732330406,0.6542933952,0.972312708,2.2351826659,1.2005552151,0.0203831698,2.9222166404,-0.6585322346,32,9612,47.0,35.0,2913.0,5.0
535,0.9693333333,-0.954,-0.0226666667,0.092,0.062,-0.0266666667,0.0846666667,-0.0833333333,0.2726666667,-0.282,-0.904,0.9313333333,0.0473333333,0.0013333333,0.9286666667,-0.9286666667,0.2726666667,-0.2413333333,30,crs81vfgd8qg008rfch0,0.9693333333,+,X,0.7833992895,8.6031825404,-0.5797286478,0.2148777905,5.360328512,-1.7524058925,0.2472813254,6.7910364037,-1.3458431406,0.2310138559,4.4742035519,1.1193314545,0.2805158178,4.7078610564,-1.129365285,0.8353050426,3.7455488392,1.3480640032,0.2427690336,2.1889863557,1.3402414756,0.4032953892,1.0135483628,-0.6204334202,0.7541390545,2.468710124,1.743748776,0.4109980133,1.1741110629,1.4734131883,32,9630,48.0,41.0,2906.0,5.0
536,0.9806666667,-0.9493333333,0.034,0.0433333333,0.0166666667,0.0053333333,0.0473333333,-0.004,0.724,-0.7166666667,-0.6006666667,0.6313333333,0.0193333333,0.026,0.6306666667,-0.5826666667,0.7546666667,-0.736,48,crs81vfgd8qg008rfch0,0.9806666667,+,X,0.3321298495,7.5557826804,-1.0524766444,0.1907568919,6.3151973191,-0.1822878622,0.3868128196,6.3706448742,-0.946640625,0.815804459,4.0069607329,-0.3228291049,0.9366574443,3.6871666699,0.041953658,0.3767517538,4.3298479445,-0.6537286983,0.7119633531,2.070058144,-0.2936799718,0.3847952312,2.0331260097,-0.5796436762,0.9078373454,2.3891384896,0.0360619977,0.5957439393,2.4777273364,0.7768934489,32,9648,50.0,24.0,2921.0,5.0
537,0.9633333333,-0.928,-0.1073333333,0.134,0.1446666667,-0.0573333333,0.1373333333,-0.1233333333,0.2306666667,-0.1753333333,-0.9146666667,0.9473333333,0.1046666667,-0.0853333333,0.9393333333,-0.912,0.2613333333,-0.1953333333,66,crs81vfgd8qg008rfch0,0.9633333333,+,X,0.81722194,7.5143816857,1.4887282698,0.0721597912,6.8233236657,0.3893937678,0.2612177748,6.3977183603,-1.1811735844,0.2131490086,3.9980893095,1.9071053105,0.4024707201,3.207829644,-1.6987076168,0.9919640689,3.7625475554,-1.9681412509,0.771428295,1.3453623754,1.1420941167,0.8154627382,2.0593981088,0.4794247067,0.9677396369,2.9753186844,0.8994987927,0.0979359796,2.851724057,1.4138339007,32,9666,37.0,52.0,2908.0,3.0
538,0.9713333333,-0.9533333333,-0.024,0.0393333333,0.078,-0.0286666667,0.0786666667,-0.0406666667,-0.2213333333,0.194,-0.934,0.9426666667,0.0406666667,-0.0273333333,0.944,-0.9433333333,-0.188,0.1853333333,84,crs81vfgd8qg008rfch0,0.9713333333,+,X,0.9392095463,7.7121829029,-1.8217857513,0.1308124053,6.3554197535,1.6358536515,0.4560802012,6.5173897643,-0.8078762503,0.9296383312,4.5598690794,1.3960911617,0.6102041381,3.6499833362,1.6109021136,0.8427223573,4.8246870309,-1.4034021446,0.5569229158,2.4227366045,-0.0596398448,0.0992698776,2.5012707384,-0.952979129,0.4795100184,1.9568759694,-0.5568135599,0.1686368425,1.7649544862,-1.7527907428,32,9684,51.0,39.0,2906.0,4.0
539,0.9686666667,-0.942,-0.0506666667,0.0706666667,0.046,-0.0406666667,0.0773333333,-0.098,0.0686666667,-0.114,-0.9473333333,0.9626666667,0.1233333333,-0.0486666667,0.9726666667,-0.9426666667,0.0773333333,-0.104,102,crs81vfgd8qg008rfch0,0.9686666667,+,X,0.748886823,8.197238677,-0.3381327865,0.9547941392,5.0187242289,0.4196388629,0.039965121,5.9331596953,-0.5483960268,0.5219941586,3.3347941077,1.694452329,0.2934432242,4.1258563749,-1.4097764773,0.0258591027,3.870459503,-1.2926427102,0.809664508,2.0604751344,-0.4663543048,0.6566148614,1.7223043654,0.1957658611,0.8404518424,1.9482377656,-1.9960432299,0.1241277023,2.2070341182,0.5050559335,32,9702,53.0,42.0,2900.0,5.0
540,0.96,-0.9493333333,-0.038,0.0693333333,0.114,-0.0926666667,0.1133333333,-0.0613333333,0.052,-0.0093333333,-0.95,0.9593333333,0.0946666667,-0.054,0.968,-0.9413333333,0.0186666667,-0.0233333333,120,crs81vfgd8qg008rfch0,0.96,+,X,0.8199058315,7.5894572545,-0.2006131153,0.4216929709,5.4484972821,-0.1843243298,0.5708555678,5.7099352746,-0.3530081103,0.6333343111,3.4677139372,-0.5198316479,0.2948117796,3.3226406619,-0.5131295009,0.8987172113,3.4026262306,-1.5245441643,0.748895522,1.3039174561,1.4531257107,0.2461386108,1.3655309154,1.225588226,0.7635050509,1.1148232414,1.9393515001,0.6225795918,1.7470061984,1.3779023535,32,9720,59.0,52.0,2881.0,8.0
541,0.9646666667,-0.946,-0.06,0.082,0.0806666667,-0.056,0.05,-0.0253333333,0.0093333333,0.036,-0.9333333333,0.9766666667,0.076,-0.0366666667,0.976,-0.9573333333,0.0253333333,-0.0046666667,138,crs81vfgd8qg008rfch0,0.9646666667,+,X,0.7564256194,7.9996779309,-1.7985039981,0.6107528511,6.7368592243,1.5306471212,0.5104644194,5.8620726782,0.4026615783,0.4541277793,4.7400360521,1.4112215673,0.7540115594,4.4963107713,0.2317939212,0.3536644996,4.4712343993,0.5081252234,0.5775023666,2.7451541998,1.4110812052,0.7934452648,1.6582044805,1.969019649,0.6869410604,1.1318337648,1.1527544986,0.9158077603,1.9488973947,-1.3708149684,32,9738,31.0,50.0,2916.0,3.0
542,0.9673333333,-0.9433333333,-0.0126666667,0.046,0.0066666667,-0.0213333333,0.0453333333,-0.0306666667,0.4733333333,-0.4733333333,-0.832,0.8333333333,0.03,0.0046666667,0.8526666667,-0.826,0.4866666667,-0.482,156,crs81vfgd8qg008rfch0,0.9673333333,+,X,0.3890457285,8.2508924518,1.8438827516,0.898428563,6.0913275944,-1.6682693996,0.4881060498,6.4385130026,1.707826781,0.7290894048,4.1805524451,1.8543901356,0.3774832044,4.1252023537,-1.6483140458,0.1209188885,4.2566805469,-0.6853736075,0.0650192891,2.9899729071,-1.7807538374,0.0266451009,2.6562230189,1.9850794722,0.7924565956,1.8667532206,-0.4359627948,0.4226091914,2.7971902214,1.7780512574,32,9756,44.0,43.0,2907.0,6.0
543,0.9706666667,-0.936,-0.062,0.0906666667,0.0653333333,-0.0106666667,0.0353333333,-0.0293333333,0.41,-0.338,-0.882,0.9066666667,0.042,-0.022,0.914,-0.8666666667,0.3766666667,-0.3346666667,174,crs81vfgd8qg008rfch0,0.9706666667,+,X,0.1558829041,7.6538833212,-1.986019306,0.9150866715,6.7306546905,-0.2930298369,0.6714124688,5.9827642252,-0.6201371033,0.5527992224,3.9380604638,1.806781164,0.5835423264,3.3336410526,-1.8460011934,0.9262545101,4.1888992726,0.2340263954,0.3043239303,2.4823331084,-0.6595791365,0.4888276809,1.5018406114,1.7430945336,0.7457995744,2.4942421822,-0.3793148136,0.3765272858,2.3033968843,0.8091912107,32,9774,48.0,41.0,2908.0,3.0
544,0.9286666667,-0.9066666667,-0.0973333333,0.0846666667,0.236,-0.2493333333,0.1193333333,-0.114,-0.4853333333,0.4753333333,-0.79,0.8033333333,0.1873333333,-0.208,0.8426666667,-0.8366666667,-0.458,0.466,192,crs81vfgd8qg008rfch0,0.9286666667,+,X,0.9036756385,7.1898345996,1.094680757,0.3237525479,5.7554035825,0.4329491152,0.9932401683,6.7277599615,-0.3544984137,0.8991626552,3.299308972,-1.3795400119,0.7145999547,3.8883549925,-1.5281154552,0.795434692,3.9181315199,0.3877378784,0.3705203055,2.6881996785,0.4515212095,0.9361729198,1.1605210195,-1.5516984629,0.3629527791,2.081554762,-0.9202350675,0.6979473464,2.9145626936,1.5004062227,32,9792,48.0,93.0,2845.0,14.0
545,0.9733333333,-0.9466666667,-0.0313333333,0.084,0.0593333333,-0.036,0.0606666667,-0.0593333333,0.4666666667,-0.4866666667,-0.7906666667,0.8273333333,0.086,-0.0326666667,0.8433333333,-0.8193333333,0.502,-0.4806666667,210,crs81vfgd8qg008rfch0,0.9733333333,+,X,0.5189347601,8.2642592833,1.1148265859,0.9370020186,5.0526897091,0.8913892623,0.3165067018,5.4087526733,-1.8137562248,0.0064522406,3.945909263,1.3637116407,0.4080262143,4.1753597891,0.6248582774,0.2003005992,3.5393193805,-0.5843362087,0.3370362287,1.9307617934,0.6500410829,0.9175973178,1.9557980023,-1.5565771099,0.0776873271,2.3758672702,1.5001162602,0.8161243679,2.0875000422,0.1826740225,32,9810,37.0,34.0,2923.0,6.0
546,0.956,-0.942,0.03,0.0286666667,0.1413333333,-0.1633333333,0.1606666667,-0.1073333333,-0.4786666667,0.5086666667,-0.8053333333,0.8386666667,0.0633333333,-0.0306666667,0.832,-0.83,-0.4746666667,0.4826666667,228,crs81vfgd8qg008rfch0,0.956,+,X,0.9117855321,8.4181537928,-1.7057607958,0.1372857301,5.2010028743,1.7127874833,0.9341177016,6.9601760286,1.1426628047,0.9195434803,4.4745682625,-1.0462955819,0.3125910594,3.936982578,-0.0309414392,0.4577781365,3.0053780936,1.3699093424,0.6933239306,1.4370110809,1.7559672313,0.1739721187,1.629223588,1.4831725265,0.1941315232,1.3719447752,1.6287445446,0.9847772943,2.7770050555,0.1640819401,32,9828,42.0,65.0,2892.0,1.0
547,0.9733333333,-0.9486666667,-0.0426666667,0.0586666667,0.0413333333,-0.0233333333,0.06,-0.0526666667,0.3526666667,-0.352,-0.8846666667,0.884,0.068,-0.0246666667,0.9033333333,-0.87,0.3746666667,-0.3553333333,246,crs81vfgd8qg008rfch0,0.9733333333,+,X,0.1991018314,8.3601194138,-1.738088933,0.830596235,6.2309004187,0.7084502623,0.8970885385,5.3754222867,1.162252253,0.6786474029,4.4905853287,-1.0796224046,0.7671023848,3.1489081861,-0.4079146866,0.1142621991,4.3610109421,1.6125815809,0.1273456621,1.3221768504,-1.1032676379,0.2456751856,1.9220426192,0.825040748,0.980833784,2.3889054993,-0.8437281219,0.80568839,2.0537109275,1.3679899373,32,9846,42.0,38.0,2918.0,2.0
548,0.9773333333,-0.9433333333,-0.0066666667,0.0626666667,0.068,0.0093333333,0.0893333333,-0.0093333333,0.596,-0.594,-0.73,0.7646666667,0.0353333333,0.0,0.754,-0.72,0.6053333333,-0.59,264,crs81vfgd8qg008rfch0,0.9773333333,+,X,0.6413473577,8.2352120449,0.3286799918,0.2225262843,5.3555561771,0.6594697821,0.2684747809,6.7431919195,-0.4374025591,0.0186255015,4.4013829687,-1.4347378144,0.2956528831,4.8409685475,-0.5664369099,0.4135769491,4.1592134139,0.2276377744,0.0828665088,2.024275086,-1.986269788,0.9464597047,2.9082393164,0.1022169091,0.6943698493,2.5511320667,0.9158249537,0.1739364882,2.1983003248,0.724150375,32,9864,33.0,31.0,2933.0,3.0
549,0.97,-0.9406666667,-0.0253333333,0.042,0.038,0.0386666667,0.058,0.0033333333,0.6926666667,-0.666,-0.6753333333,0.686,0.062,0.0026666667,0.7233333333,-0.6513333333,0.6846666667,-0.6633333333,282,crs81vfgd8qg008rfch0,0.97,+,X,0.3216682828,7.8479267502,-0.5101133983,0.8464165426,5.3007725168,1.2119479135,0.2860392234,6.9410968895,1.0406827222,0.2169158533,4.6156939231,1.2674298991,0.6828875683,4.2194250236,-0.3792160542,0.0166432622,4.66765633,-1.6493183723,0.8458105019,1.6268632931,0.8596275678,0.6983315211,2.2790110206,1.3303322651,0.3938833965,1.5876409549,0.9751992509,0.8634626859,2.6305357425,-1.2152357938,32,9882,42.0,40.0,2913.0,5.0
550,0.974,-0.9413333333,0.0013333333,0.034,-0.0086666667,0.0253333333,0.0086666667,0.0126666667,0.6153333333,-0.6013333333,-0.698,0.7573333333,0.0286666667,0.0233333333,0.7493333333,-0.7493333333,0.6386666667,-0.6053333333,0,crs81w7dbt40008jkp00,0.974,+,X,0.6641696015,7.1433608741,-1.7801490076,0.4125140547,5.633249953,1.8152597733,0.1443684591,5.187157912,-1.8935936756,0.0272624528,4.2983851027,-0.9151120141,0.6156520296,3.5341365173,-0.3502576497,0.5942185237,4.116134716,-0.5376924147,0.0048916911,1.9177400811,1.3906144499,0.365056594,2.6621355204,-0.4415875393,0.6763985422,1.357111403,-0.2394597746,0.1579382619,1.4969797067,0.0466936349,33,9900,45.0,38.0,2916.0,1.0
551,0.9733333333,-0.9366666667,-0.0573333333,0.0426666667,0.058,0.0146666667,0.0966666667,-0.0313333333,0.3466666667,-0.3493333333,-0.8693333333,0.92,0.0353333333,-0.016,0.916,-0.8693333333,0.35,-0.3106666667,18,crs81w7dbt40008jkp00,0.9733333333,+,X,0.1452014229,8.3529988341,-1.1168130646,0.7183404436,6.2716484935,0.6161895865,0.9613042321,6.2682035951,0.9833251247,0.0052672401,4.8883039609,-0.7097991895,0.5753107847,4.0277816712,-1.9549810573,0.8155998409,3.834239978,-1.8431596703,0.9067235597,1.6531118852,1.5620470781,0.2113874084,1.6135544859,-0.6242698981,0.9762601753,2.3252517178,0.3930328802,0.7148450365,1.829623477,0.0365160881,33,9918,50.0,35.0,2910.0,5.0
552,0.9786666667,-0.942,0.0073333333,0.0466666667,0.06,0.0353333333,0.006,0.0053333333,0.7566666667,-0.7153333333,-0.6286666667,0.6406666667,0.0053333333,0.038,0.67,-0.626,0.742,-0.7273333333,36,crs81w7dbt40008jkp00,0.9786666667,+,X,0.4192312349,8.7905255376,-0.5246611223,0.1619752608,6.9700949181,0.5935108459,0.5996795931,6.8246296171,-1.3405942758,0.084166074,3.1734489973,1.4254690265,0.6011218491,4.775197722,-1.6170986667,0.3436427314,4.1311426913,0.6620180193,0.1778240822,1.7717348246,-1.4999165748,0.3140535096,1.6724192927,1.6096172865,0.7694486071,1.5674928127,1.7584891581,0.4819769349,1.931622024,-0.384021854,33,9936,51.0,32.0,2917.0,0.0
553,0.974,-0.9353333333,-0.008,0.066,0.0133333333,0.0473333333,0.044,-0.0246666667,0.7506666667,-0.7206666667,-0.624,0.606,0.0593333333,0.012,0.6333333333,-0.5966666667,0.7766666667,-0.7146666667,54,crs81w7dbt40008jkp00,0.974,+,X,0.5366392447,7.135260948,0.7264672252,0.1354429588,6.690658952,1.2371522625,0.4658691092,6.4297600476,-0.7203231529,0.3075169579,4.4914416507,-0.0381846204,0.5312180765,3.926636576,1.219556463,0.3660809121,4.1700906773,-1.2571160643,0.4578356793,1.8195701504,1.0208040196,0.8858050624,1.776006242,0.1158821324,0.3351736487,1.660991838,0.9721426937,0.5593133599,1.1242243005,-0.5270807084,33,9954,46.0,35.0,2915.0,4.0
554,0.922,-0.894,-0.0593333333,0.0826666667,0.274,-0.256,0.1613333333,-0.132,-0.5433333333,0.5373333333,-0.754,0.7986666667,0.2113333333,-0.2033333333,0.7953333333,-0.7726666667,-0.47,0.448,72,crs81w7dbt40008jkp00,0.922,+,X,0.9699967081,7.3624522019,1.1260673823,0.9686342004,5.0664240204,0.2605813759,0.8933716293,5.148538657,-0.8268254532,0.1065630465,4.9626898334,1.1832567185,0.4563436811,3.1257850386,-1.1050625981,0.3686312232,3.4560630043,-0.3110513848,0.0321331995,2.1169347859,-1.2703101805,0.8943559739,1.9509122492,1.656293743,0.1796880472,2.4241135858,-1.8134662485,0.5229812023,1.8531131842,-0.9713861197,33,9972,53.0,102.0,2830.0,15.0
555,0.97,-0.95,-0.008,0.0453333333,0.0206666667,0.042,0.0213333333,-0.018,0.732,-0.7073333333,-0.5893333333,0.6133333333,0.0366666667,0.0193333333,0.6546666667,-0.6146666667,0.7406666667,-0.7233333333,90,crs81w7dbt40008jkp00,0.97,+,X,0.4983201999,8.6707050953,0.3063062506,0.4115642357,5.1415560982,0.1097929435,0.1956484121,5.0149831168,-1.225124739,0.0679799437,3.8557461149,-0.6910286681,0.76288006,4.4791934911,0.4314154672,0.0020578997,3.2746990592,-1.5282679318,0.5942238561,2.9707914412,0.9326513704,0.498095604,2.76692342,1.8158895507,0.4968141069,2.2346412163,1.6380003544,0.0624522855,1.218319491,-0.926368157,33,9990,41.0,41.0,2914.0,4.0
556,0.9753333333,-0.9373333333,0.0406666667,0.0346666667,0.0186666667,0.026,0.0446666667,-0.012,0.6586666667,-0.6386666667,-0.6713333333,0.7066666667,0.0133333333,0.0213333333,0.7306666667,-0.716,0.6766666667,-0.638,108,crs81w7dbt40008jkp00,0.9753333333,+,X,0.289625708,7.1937904165,-1.4120283301,0.4006321895,5.7793589407,1.9966339324,0.747872287,6.1920505744,-0.8281534522,0.8518350087,4.3731952062,-0.057967294,0.471332886,4.143299179,-1.5340854259,0.3961500388,3.9871770876,0.7898563559,0.8023302909,2.2361942235,-0.9896444487,0.4961000493,2.182405859,1.903293104,0.6790281393,1.0064768355,-1.3667247862,0.0671852603,1.1632573998,1.2345490889,33,10008,34.0,34.0,2929.0,3.0
557,0.9713333333,-0.94,-0.062,0.0966666667,0.076,-0.0606666667,0.0686666667,-0.0333333333,0.0346666667,0.0126666667,-0.9466666667,0.9706666667,0.0946666667,-0.0433333333,0.9666666667,-0.946,0.0246666667,-0.0073333333,126,crs81w7dbt40008jkp00,0.9713333333,+,X,0.5966968565,8.7828369568,0.6740386199,0.544622799,5.3979852223,0.7453271915,0.8159439045,6.1503578106,-1.2112120087,0.414824813,4.8900160839,1.389864568,0.7038967971,4.7520156296,-1.4940159252,0.8099435266,4.2336751251,-0.7651913537,0.9989676627,1.9027841298,-1.2420369895,0.1038788444,2.8551936604,-0.7961653713,0.5564344382,2.9599642182,1.3612785985,0.5557727038,1.0339658528,1.8401213736,33,10026,52.0,38.0,2905.0,5.0
558,0.9606666667,-0.952,-0.0546666667,0.0586666667,0.0873333333,-0.0146666667,0.066,-0.0426666667,0.4353333333,-0.4133333333,-0.8493333333,0.872,0.04,0.0006666667,0.8873333333,-0.8573333333,0.428,-0.41,144,crs81w7dbt40008jkp00,0.9606666667,+,X,0.6824751445,8.0173953536,-0.8446138022,0.2540389441,6.5350535357,-0.2146865544,0.4559596159,6.9547420776,-0.8231673133,0.1664542717,4.9396560778,-0.6288105316,0.7750163848,3.5252079049,0.8553715243,0.5780959159,4.7002387212,-0.87609783,0.4475925868,1.2767978825,-0.0347078467,0.2707180298,1.9156280801,-0.7281698957,0.1528501766,2.3821457726,1.8420869435,0.4604856115,2.0122572299,-1.5601503843,33,10044,40.0,54.0,2901.0,5.0
